,Name,Categories,Description,Tag,FirstDetected,LastDetected,IsPremium,Link,Parent
60,Facebook Domain Verification,,Domain Verification provides a way for you to claim ownership of your domain in Facebook Business Manager.,framework,1544655600000,1636268400000,no,https://developers.facebook.com/docs/sharing/domain-verification/,
61,MODX,,MODX is an Open Source Content Management System (CMS) that supports modern web standards and integrates with existing infrastructure.,framework,1546815600000,1636358400000,no,http://modx.com/,
62,Vimeo,"['Online Video Platform', 'Video Players']","Use Vimeo to exchange videos with only the people you want to. We have a bunch of different privacy options so you can choose exactly who can see your videos, and others can do the same. The website embeds vimeo.",media,1551135600000,1605081600000,no,http://vimeo.com,
63,Cookie Consent by Osano,['Privacy Compliance'],Popular solution for the EU cookie law. Previously Insites Cookie Consent and Silktide Cookie Consent.,widgets,1566774000000,1591052400000,no,https://cookieconsent.osano.com,
64,core-js,['Framework'],Modular standard library for JavaScript.,javascript,1589929200000,1631257200000,no,https://github.com/zloirock/core-js,
65,matchMedia,['Compatibility'],matchMedia polyfill for testing media queries in JS.,javascript,1589929200000,1635145200000,no,http://github.com/paulirish/matchMedia.js/,
66,Cookie Information,['Privacy Compliance'],Cookie declaration and cookie banner that allow websites to comply to EU cooke laws,widgets,1592694000000,1636444800000,no,https://cookieInformation.com,
67,Google Tag Manager,['Tag Management'],Tag management that lets you add and update website tags without changes to underlying website code.,widgets,1591052400000,1636444800000,no,http://google.com/tagmanager,
68,Global Site Tag,,"Google's primary tag for Google Measurement/Conversion Tracking, Adwords and DoubleClick.",analytics,1593558000000,1616828400000,no,https://support.google.com/adwords/answer/7548399,
69,Microsoft Azure DNS,,This domain is verified with Microsoft Azure.,mx,1593644400000,1636268400000,no,http://windowsazure.com,
70,Microsoft Exchange Online,['Business Email Hosting'],A rich hosted Exchange environment for every user without having to manage a server.,mx,1593644400000,1636268400000,no,http://www.microsoft.com/exchange/en-us/exchange-online-hosted-email.aspx,
71,Office 365 Mail,['Business Email Hosting'],Email sent from this domain has records showing Office 365 usage.,mx,1593644400000,1636268400000,no,https://products.office.com/en-us/business/office,
72,PHP,,PHP is a widely used general-purpose scripting language that is especially suited for Web development and can be embedded into HTML.,framework,1591052400000,1633158000000,no,http://www.php.net,
73,Tealium UTAG,,Tealium data layer tag.,analytics,1595026800000,1636268400000,no,http://tealium.com,Tealium
74,Pound Sterling,['Currency'],The website uses the £ symbol on its website - meaning it may accept payment in this British currency.,payment,1597705200000,1597993200000,no,https://en.wikipedia.org/wiki/Pound_sign,
75,COVID-19,,This website mentions COVID-19 / Novel Coronavirus.,widgets,1599289200000,1635145200000,no,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,
76,DMARC,['DMARC'],A technical specification created by a group of organizations that want to help reduce the potential for email-based abuse,mx,1599721200000,1636268400000,no,http://www.dmarc.org,
77,Mailgun,['Transactional Email'],"Mailgun is a set of APIs that allow you to send, receive, track and store email effortlessly.",mx,1606518000000,1635145200000,yes,http://www.mailgun.com/,
78,Azure Edge,,Content delivered via Azure Edge Network,cdn,1608105600000,1623308400000,no,http://azureedge.net,
79,Mandrill,['Transactional Email'],Mandrill is an email infrastructure service. Detailed analytics offer insight to measure email performance.,mx,1612684800000,1636268400000,yes,http://mandrill.com/,
80,Google Conversion Linker,,Detects the ad click information in your conversion page URLs and stores this information to associate an ad click with a conversion.,analytics,1622098800000,1636268400000,no,https://support.google.com/tagmanager/answer/7549390?hl=en,
81,Google AdWords Conversion,"['Advertiser Tracking', 'Conversion Tracking']",Adwords conversion tracking code.,analytics,1622098800000,1636268400000,no,https://support.google.com/adwords/answer/6095821#get_tag,Google Conversion Tracking
82,Google Conversion Tracking,"['Conversion Optimization', 'Conversion Tracking']","This free tool in AdWords can show you what happens after customers click your ad (for example, whether they purchased your product, called from a mobile phone or downloaded your app).",analytics,1623308400000,1635145200000,no,https://support.google.com/adwords/answer/1722054,
83,Google Remarketing,['Retargeting / Remarketing'],Google code specifically for remarketing/retargeting based advertising.,ads,1623308400000,1623308400000,no,http://www.google.com.au/ads/innovations/remarketing.html,
84,Danish,,Website content is written in Danish.,language,1627714800000,1636444800000,no,http://da.wikipedia.org,
85,Mobile Non Scaleable Content,,"This content is formatted for mobile devices, it does not allow the content to be scaled.",mobile,1627714800000,1636444800000,no,http://developer.apple.com/library/safari/#documentation/appleapplications/reference/SafariHTMLRef/Articles/MetaTags.html,
86,Members Page,,The website contains a link to a members page or a members portal type or a membership page.,link,1627714800000,1636444800000,no,https://kb.builtwith.com/special-reports/link-tracking/,
87,Alpine.js,,Minimal framework for composing JavaScript behavior,javascript,1632553200000,1636268400000,no,https://github.com/alpinejs/alpine,
