,Name,Categories,Description,Tag,FirstDetected,LastDetected,IsPremium,Link,Parent
14,DoubleClick.Net,,"DoubleClick enables agencies, marketers and publishers to work together successfully and profit from their digital marketing investments.",ads,1458169200000,1622703600000,no,http://www.doubleclick.com,
15,Drupal 7,,Version 7 of Drupal.,cms,1458169200000,1567465200000,no,http://www.drupal.org/drupal-7.0,Drupal
16,Google Hosted Libraries,,"Google Hosted Libraries is a globally available content distribution network for the most popular, open-source JavaScript libraries.",javascript,1458169200000,1618902000000,no,https://developers.google.com/speed/libraries/,
17,SPF,,The Sender Policy Framework is an open standard specifying a technical method to prevent sender address forgery.,mx,1458169200000,1636268400000,no,http://www.openspf.org/,
18,RapidSSL,,RapidSSL certificate provider.,ssl,1458169200000,1482879600000,no,http://rapidssl.com,
19,jQuery Form,['jQuery Plugin'],jQuery Form Plugin allows you to easily and unobtrusively upgrade HTML forms to use AJAX.,javascript,1458169200000,1618902000000,no,http://jquery.malsup.com/form/,jQuery
20,YouTube,"['Live Stream / Webcast', 'Online Video Platform', 'Social Video Platform']",Embedded videos from YouTube.,media,1458169200000,1618642800000,no,http://youtube.com,
21,Facebook SDK,," JavaScript SDK enables you to access all of the features of the Graph API via JavaScript, and it provides a rich set of client-side functionality for authentication and sharing. It differs from Facebook Connect.",javascript,1458169200000,1635145200000,no,http://developers.facebook.com/docs/reference/javascript/,
22,Apache,,Apache has been the most popular web server on the Internet since April 1996.,Web Server,1458169200000,1575414000000,no,http://httpd.apache.org/,
23,Google Analytics,"['Application Performance', 'Audience Measurement', 'Visitor Count Tracking']",Google Analytics offers a host of compelling features and benefits for everyone from senior executives and advertising and marketing professionals to site owners and content developers.,analytics,1458169200000,1635145200000,no,http://google.com/analytics,
24,Google Hosted jQuery,,jQuery hoted at Google.,javascript,1458169200000,1618902000000,no,https://developers.google.com/speed/libraries/,Google Hosted Libraries
25,Hetzner,"['Dedicated Hosting', 'German hosting']",German based dedicated and virtual hosting running on 100% green energy.,hosting,1458169200000,1635145200000,no,http://www.hetzner.de,
26,Facebook for Websites,,Allows a user to make a website more sociable and connected with integrations from the hugely popular Facebook website.,javascript,1458169200000,1635145200000,no,http://developers.facebook.com/,
27,Euro,['Currency'],The website uses the € symbol on its website - meaning it may accept payment in Euros.,payment,1458169200000,1635145200000,no,https://en.wikipedia.org/wiki/Euro,
28,Google Universal Analytics,,"The analytics.js JavaScript snippet is a new way to measure how users interact with your website. It is similar to the previous Google tracking code, ga.js, but offers more flexibility for developers to customize their implementations.",analytics,1458169200000,1635145200000,no,https://developers.google.com/analytics/devguides/collection/analyticsjs/,Google Analytics
29,Google Hosted Web Font Loader,,Web Font Loader hosted at Google.,javascript,1458169200000,1547679600000,no,https://developers.google.com/speed/libraries/,Google Hosted Libraries
30,Google Maps,['Maps'],Google maps embedded into the webpage.,mapping,1458169200000,1491519600000,no,http://www.google.com/apis/maps/,
31,PHP,,PHP is a widely used general-purpose scripting language that is especially suited for Web development and can be embedded into HTML.,framework,1458169200000,1633158000000,no,http://www.php.net,
32,Drupal Version 7.4x,,Version 7.4x of Drupal,cms,1458169200000,1487199600000,no,http://drupal.org,Drupal
33,Viewport Meta,,This page uses the viewport meta tag which means the content may be optimized for mobile content.,mobile,1458169200000,1635145200000,no,https://developers.google.com/speed/docs/insights/ConfigureViewport,
34,AJAX Libraries API,,"The AJAX Libraries API is a content distribution network and loading architecture for the most popular, open source JavaScript libraries.",cdn,1458169200000,1618902000000,no,http://code.google.com/apis/ajaxlibs/documentation/,
35,Hetzner DNS,,DNS Services provided by Hetzner.,ns,1458169200000,1578006000000,no,http://hetzner.de,
36,CKEditor,,Web-based HTML text editor with powerful formatting capabilities. Previously known as FCKeditor.,widgets,1458774000000,1635145200000,no,http://www.fckeditor.net,
37,Google Font API,['Fonts'],The Google Font API helps you add web fonts to any web page.,widgets,1458774000000,1635145200000,no,https://fonts.google.com,
38,GStatic Google Static Content,,Google has off-loaded static content (Javascript/Images/CSS) to a different domain name in an effort to reduce bandwidth usage and increase network performance for the end user.,cdn,1458774000000,1608019200000,no,https://google.com,
39,Google Maps API,,Google Maps has a wide array of APIs that let you embed the functionality of Google Maps.,mapping,1458774000000,1464822000000,no,https://developers.google.com/maps/,
40,Facebook Pixel,,Facebook Pixel is Facebooks conversion tracking system for ads on Facebook to websites.,analytics,1461193200000,1635145200000,no,https://www.facebook.com/business/help/952192354843755,
41,Facebook CDN,,This page has content that links to the Facebook content delivery network.,cdn,1463007600000,1499382000000,no,http://www.facebook.com,
42,Ve Interactive,['Conversion Optimization'],Ve Interactive is a data-driven solutions provider for shopping cart merchants.,analytics,1468969200000,1469055600000,yes,http://www.veinteractive.com,
43,DoubleClick Bid Manager,['Demand-side Platform'],Programmatic buying platform.,ads,1476140400000,1613030400000,no,https://www.doubleclickbygoogle.com/solutions/digital-marketing/bid-manager/,
44,DMARC,['DMARC'],A technical specification created by a group of organizations that want to help reduce the potential for email-based abuse,mx,1480978800000,1636268400000,no,http://www.dmarc.org,
45,CPanel SSL,,CPanel certificate.,ssl,1485298800000,1635145200000,no,http://cpanel.com,
46,Pubmatic,['Dynamic Creative Optimization'],PubMatic Enables Ad Optimization Across Every Ad Network,ads,1489446000000,1511823600000,no,http://pubmatic.com,
47,Rubicon Project,,Advertising optimization service.,ads,1489446000000,1511823600000,no,http://rubiconproject.com,
48,Facebook Domain Insights,['Social Management'],This website contains tracking information that allows admins to see Facebook Insights out of Facebook to this domain.,analytics,1492124400000,1622703600000,no,http://www.facebook.com/insights/,
49,SSL by Default,,The website redirects traffic to an HTTPS/SSL version by default.,ssl,1491865200000,1635145200000,no,http://trends.builtwith.com/ssl,
50,jQuery 1.10.2,,jQuery version 1.10.2,javascript,1506726000000,1618902000000,no,https://blog.jquery.com/2013/07/03/jquery-1-10-2-and-2-0-3-released/,jQuery
51,Greek,,Website content is written in Greek.,language,1519858800000,1635145200000,no,http://el.wikipedia.org,
52,IPhone / Mobile Compatible,,The website contains code that allows the page to support IPhone / Mobile Content.,mobile,1526425200000,1635145200000,no,http://apple.com,
53,CDN JS,,CloudFlare's CDN with popular javascript frameworks available.,cdn,1527202800000,1635145200000,no,http://cdnjs.com,
54,Silktide Cookie Consent,,"A free, open source solution to the EU cookie law. Now known as Cookie Consent by Insites.",widgets,1527202800000,1635145200000,no,http://silktide.com/cookieconsent,
55,Google Search Appliance,['Enterprise'],Google Search for Work system provides searching of internal business systems.,cms,1527548400000,1622703600000,yes,https://www.google.com.au/work/search/products/gsa.html,
56,Content Delivery Network,,This page contains links that give the impression that some of the site contents are stored on a content delivery network.,CDN,1539730800000,1635145200000,no,http://en.wikipedia.org/wiki/Content_Delivery_Network,
57,BootstrapCDN,,"Bootstrap CDN system - encompasses MaxCDN, NetDNA and Stackpath - donated to jsDelivr.",cdn,1539730800000,1635145200000,no,http://www.bootstrapcdn.com/,
58,jsDelivr,,"A free CDN where Javascript developers can host their files. Encompasses MaxCDN, and BootstrapCDN.",cdn,1539730800000,1635145200000,no,http://www.jsdelivr.com/,
59,Google Webmaster,,Webmaster tools provide you with a free and easy way to make your site more Google-friendly.,Web Master,1542927600000,1622703600000,no,http://www.google.com/webmasters/,
60,PHP 7,,Version 7 of the PHP framework.,framework,1546470000000,1633244400000,no,http://php.net/,PHP
61,Cookie Consent by Osano,['Privacy Compliance'],Popular solution for the EU cookie law. Previously Insites Cookie Consent and Silktide Cookie Consent.,widgets,1548543600000,1635145200000,no,https://cookieconsent.osano.com,
62,Facebook Conversion Tracking,['Conversion Optimization'],"Conversion tracking functionality from Facebook, allows a user to track advertisement clicks.",analytics,1550271600000,1635145200000,no,http://www.facebook.com/help/?page=994,
63,Facebook Signal,,"Journalists use Signal to surface relevant trends, photos, videos and posts from Facebook and Instagram for use in their storytelling and reporting.",analytics,1550271600000,1635145200000,no,https://www.facebook.com/facebookmedia/get-started/signal,
64,MailChimp SPF,['Campaign Management'],This site has an SPF record for MailChimp managed email sending.,mx,1556146800000,1636268400000,maybe,http://mailchimp.com,
65,Global Site Tag,,"Google's primary tag for Google Measurement/Conversion Tracking, Adwords and DoubleClick.",analytics,1557615600000,1622703600000,no,https://support.google.com/adwords/answer/7548399,
66,Google AdWords Conversion,"['Advertiser Tracking', 'Conversion Tracking']",Adwords conversion tracking code.,analytics,1557615600000,1622703600000,no,https://support.google.com/adwords/answer/6095821#get_tag,Google Conversion Tracking
67,Google Tag Manager,['Tag Management'],Tag management that lets you add and update website tags without changes to underlying website code.,widgets,1557615600000,1633158000000,no,http://google.com/tagmanager,
68,Japanese Yen,['Currency'],The website uses the ¥ symbol on its website - meaning it may accept payment in this Japanese currency.,payment,1559430000000,1615190400000,no,https://en.wikipedia.org/wiki/Japanese_yen,
69,Pound Sterling,['Currency'],The website uses the £ symbol on its website - meaning it may accept payment in this British currency.,payment,1559430000000,1615190400000,no,https://en.wikipedia.org/wiki/Pound_sign,
70,nginx,,nginx [engine x] is a HTTP server and mail proxy server written by Igor Sysoev.,Web Server,1579215600000,1635145200000,no,http://nginx.net/,
71,Engintron,,Engintron for cPanel/WHM is a way to integrate Nginx on your cPanel/WHM server.,framework,1579215600000,1635145200000,no,https://engintron.com/,
72,Cloudflare DNS,,DNS services provided by Cloudflare.,ns,1579215600000,1636268400000,no,http://cloudflare.com,
73,COVID-19,,This website mentions COVID-19 / Novel Coronavirus.,widgets,1585263600000,1612857600000,no,https://www.who.int/emergencies/diseases/novel-coronavirus-2019,
74,Drupal Version 7.x,,Version 7.x of Drupal,cms,1587164400000,1635145200000,no,http://drupal.org,Drupal
75,Cloudflare JS,,Loads content from Cloudflare CDN.,cdn,1599375600000,1635145200000,no,https://cloudflare.com,
76,Cloudflare,,Automatically optimizes the delivery of your web pages so your visitors get the fastest page load times and best performance.,cdn,1614672000000,1633158000000,no,http://www.cloudflare.com/,
77,Cloudflare SSL,,SSL solutions from Cloudflare,ssl,1614758400000,1622703600000,no,http://cloudflare.com,
78,Cloudflare Hosting,"['US hosting', 'Cloud Hosting', 'Cloud PaaS']",Supercharged web hosting service.,hosting,1614758400000,1636268400000,no,http://cloudflare.com,
79,IPv6,,The website has an IPv6 record.,Server,1614758400000,1636268400000,no,http://en.wikipedia.org/wiki/IPv6,
